"LAWAID","Parameter","NOFDate","NOFValue"
"ecan-00370","TN","2009-05-01",2700
"ecan-00371","TN","2009-05-01",2700
"ecan-00372","TN","2009-05-01",1300
"ew-00143","TN","2009-05-01",2192
"ew-00144","TN","2009-05-01",422
"ew-00145","TN","2009-05-01",1161.5
"ew-00146","TN","2009-05-01",1396
"ew-00147","TN","2009-05-01",1790
"ew-00149","TN","2009-05-01",1430
"ew-00150","TN","2009-05-01",966
"hbrc-00170","TN","2009-05-01",240
"hbrc-00171","TN","2009-05-01",530
"hbrc-00176","TN","2009-05-01",390
"lawa-100211","TN","2009-05-01",110
"lawa-100213","TN","2009-05-01",55
"lawa-100263","TN","2009-05-01",55
"lawa-100264","TN","2009-05-01",130
"lawa-100266","TN","2009-05-01",55
"nrc-00071","TN","2009-05-01",544
"nrc-00072","TN","2009-05-01",339
"nrc-00073","TN","2009-05-01",272
"nrc-00074","TN","2009-05-01",375
"nrc-00076","TN","2009-05-01",337
"nrc-00077","TN","2009-05-01",807
"nrc-00078","TN","2009-05-01",470
"nrc-00079","TN","2009-05-01",339
"nrc-00080","TN","2009-05-01",435
"nrc-00081","TN","2009-05-01",492
"nrc-00082","TN","2009-05-01",587
"nrc-00083","TN","2009-05-01",445
"nrc-00084","TN","2009-05-01",292
"nrc-00085","TN","2009-05-01",723
"nrc-00086","TN","2009-05-01",670
"nrc-00088","TN","2009-05-01",169
"nrc-00089","TN","2009-05-01",542
"nrc-00092","TN","2009-05-01",575
"nrc-00093","TN","2009-05-01",814
"nrc-00096","TN","2009-05-01",917
"orc-00035","TN","2009-05-01",1250
"arc-00098","TN","2010-05-01",315
"arc-00100","TN","2010-05-01",215
"arc-10002","TN","2010-05-01",330
"ebop-00087","TN","2010-05-01",229
"ebop-00088","TN","2010-05-01",444
"ebop-00089","TN","2010-05-01",113
"ebop-00090","TN","2010-05-01",412
"ebop-00091","TN","2010-05-01",366
"ebop-00092","TN","2010-05-01",198
"ebop-00094","TN","2010-05-01",257
"ebop-00095","TN","2010-05-01",116
"ebop-00096","TN","2010-05-01",158
"ebop-00097","TN","2010-05-01",370
"ebop-00098","TN","2010-05-01",390
"ebop-00100","TN","2010-05-01",200
"ecan-00325","TN","2010-05-01",1500
"ecan-00326","TN","2010-05-01",70
"ecan-00327","TN","2010-05-01",120
"ecan-00328","TN","2010-05-01",140
"ecan-00329","TN","2010-05-01",450
"ecan-00330","TN","2010-05-01",160
"ecan-00332","TN","2010-05-01",280
"ecan-00333","TN","2010-05-01",160
"ecan-00334","TN","2010-05-01",1500
"ecan-00335","TN","2010-05-01",170
"ecan-00336","TN","2010-05-01",80
"ecan-00337","TN","2010-05-01",510
"ecan-00338","TN","2010-05-01",180
"ecan-00339","TN","2010-05-01",190
"ecan-00340","TN","2010-05-01",140
"ecan-00341","TN","2010-05-01",240
"ecan-00342","TN","2010-05-01",890
"ecan-00343","TN","2010-05-01",340
"ecan-00344","TN","2010-05-01",730
"ecan-00345","TN","2010-05-01",40
"ecan-00346","TN","2010-05-01",50
"ecan-00347","TN","2010-05-01",2700
"ecan-00348","TN","2010-05-01",2400
"ecan-00349","TN","2010-05-01",60
"ecan-00354","TN","2010-05-01",40
"ecan-00355","TN","2010-05-01",50
"ecan-00367","TN","2010-05-01",90
"ecan-00368","TN","2010-05-01",50
"ecan-00369","TN","2010-05-01",1600
"ecan-00370","TN","2010-05-01",1600
"ecan-00371","TN","2010-05-01",1500
"ecan-00372","TN","2010-05-01",1200
"ew-00143","TN","2010-05-01",1928
"ew-00144","TN","2010-05-01",512
"ew-00145","TN","2010-05-01",1219.9
"ew-00146","TN","2010-05-01",847
"ew-00147","TN","2010-05-01",2002
"ew-00149","TN","2010-05-01",1351
"ew-00150","TN","2010-05-01",1323
"gw-00257","TN","2010-05-01",410
"hbrc-00170","TN","2010-05-01",280
"hbrc-00171","TN","2010-05-01",490
"hbrc-00176","TN","2010-05-01",400
"lawa-100211","TN","2010-05-01",109
"lawa-100213","TN","2010-05-01",55
"lawa-100263","TN","2010-05-01",55
"lawa-100264","TN","2010-05-01",55
"lawa-100266","TN","2010-05-01",55
"nrc-00071","TN","2010-05-01",610
"nrc-00072","TN","2010-05-01",293
"nrc-00073","TN","2010-05-01",310
"nrc-00076","TN","2010-05-01",431
"nrc-00077","TN","2010-05-01",559
"nrc-00078","TN","2010-05-01",437
"nrc-00079","TN","2010-05-01",291
"nrc-00080","TN","2010-05-01",518
"nrc-00082","TN","2010-05-01",797
"nrc-00083","TN","2010-05-01",560
"nrc-00085","TN","2010-05-01",888
"nrc-00086","TN","2010-05-01",752
"nrc-00088","TN","2010-05-01",151
"nrc-00089","TN","2010-05-01",770
"nrc-00091","TN","2010-05-01",403
"nrc-00092","TN","2010-05-01",554
"nrc-00093","TN","2010-05-01",823
"nrc-00094","TN","2010-05-01",662
"nrc-00096","TN","2010-05-01",727
"orc-00034","TN","2010-05-01",240
"orc-00035","TN","2010-05-01",250
"ebop-00087","TN","2011-05-01",196
"ebop-00088","TN","2011-05-01",733
"ebop-00089","TN","2011-05-01",98
"ebop-00090","TN","2011-05-01",361
"ebop-00091","TN","2011-05-01",360
"ebop-00092","TN","2011-05-01",181
"ebop-00094","TN","2011-05-01",180
"ebop-00095","TN","2011-05-01",95
"ebop-00096","TN","2011-05-01",239
"ebop-00097","TN","2011-05-01",366
"ebop-00098","TN","2011-05-01",380
"ebop-00100","TN","2011-05-01",156
"ecan-00325","TN","2011-05-01",800
"ecan-00334","TN","2011-05-01",1000
"ecan-00347","TN","2011-05-01",990
"ecan-00348","TN","2011-05-01",2100
"ecan-00369","TN","2011-05-01",1700
"ecan-00370","TN","2011-05-01",1400
"ecan-00371","TN","2011-05-01",1500
"ecan-00372","TN","2011-05-01",800
"es-000142","TN","2011-05-01",2300
"es-000157","TN","2011-05-01",1700
"es-000158","TN","2011-05-01",2100
"es-000159","TN","2011-05-01",1135
"ew-00142","TN","2011-05-01",2002
"ew-00143","TN","2011-05-01",1600
"ew-00144","TN","2011-05-01",350
"ew-00145","TN","2011-05-01",1164.5
"ew-00146","TN","2011-05-01",1373
"ew-00149","TN","2011-05-01",1304
"ew-00150","TN","2011-05-01",952
"gw-00258","TN","2011-05-01",270
"hbrc-00170","TN","2011-05-01",270
"hbrc-00171","TN","2011-05-01",810
"hbrc-00176","TN","2011-05-01",415
"lawa-102304","TN","2011-05-01",3160
"nrc-00071","TN","2011-05-01",641
"nrc-00072","TN","2011-05-01",315
"nrc-00073","TN","2011-05-01",316
"nrc-00074","TN","2011-05-01",406
"nrc-00075","TN","2011-05-01",348
"nrc-00076","TN","2011-05-01",415
"nrc-00078","TN","2011-05-01",644
"nrc-00079","TN","2011-05-01",521
"nrc-00080","TN","2011-05-01",529
"nrc-00081","TN","2011-05-01",579
"nrc-00082","TN","2011-05-01",614
"nrc-00083","TN","2011-05-01",543
"nrc-00084","TN","2011-05-01",313
"nrc-00085","TN","2011-05-01",848
"nrc-00087","TN","2011-05-01",179
"nrc-00089","TN","2011-05-01",646
"nrc-00090","TN","2011-05-01",289
"nrc-00092","TN","2011-05-01",452
"nrc-00093","TN","2011-05-01",765
"nrc-00094","TN","2011-05-01",980
"nrc-00096","TN","2011-05-01",902
"orc-00034","TN","2011-05-01",360
"wcrc-00064","TN","2011-05-01",212
"wcrc-00067","TN","2011-05-01",369
"arc-00098","TN","2012-05-01",500
"arc-00099","TN","2012-05-01",230
"arc-00100","TN","2012-05-01",260
"arc-10002","TN","2012-05-01",325
"ebop-00087","TN","2012-05-01",172
"ebop-00088","TN","2012-05-01",1610
"ebop-00089","TN","2012-05-01",102
"ebop-00090","TN","2012-05-01",331
"ebop-00091","TN","2012-05-01",240
"ebop-00092","TN","2012-05-01",161
"ebop-00094","TN","2012-05-01",177
"ebop-00095","TN","2012-05-01",100
"ebop-00096","TN","2012-05-01",187
"ebop-00097","TN","2012-05-01",340
"ebop-00098","TN","2012-05-01",341
"ebop-00100","TN","2012-05-01",150
"ecan-00325","TN","2012-05-01",790
"ecan-00326","TN","2012-05-01",87
"ecan-00327","TN","2012-05-01",91
"ecan-00328","TN","2012-05-01",130
"ecan-00329","TN","2012-05-01",440
"ecan-00330","TN","2012-05-01",180
"ecan-00332","TN","2012-05-01",240
"ecan-00333","TN","2012-05-01",130
"ecan-00334","TN","2012-05-01",1900
"ecan-00335","TN","2012-05-01",170
"ecan-00336","TN","2012-05-01",27
"ecan-00337","TN","2012-05-01",400
"ecan-00338","TN","2012-05-01",140
"ecan-00339","TN","2012-05-01",210
"ecan-00340","TN","2012-05-01",140
"ecan-00341","TN","2012-05-01",270
"ecan-00342","TN","2012-05-01",430
"ecan-00343","TN","2012-05-01",320
"ecan-00344","TN","2012-05-01",610
"ecan-00345","TN","2012-05-01",32
"ecan-00346","TN","2012-05-01",26
"ecan-00347","TN","2012-05-01",1400
"ecan-00348","TN","2012-05-01",1300
"ecan-00349","TN","2012-05-01",33
"ecan-00354","TN","2012-05-01",30
"ecan-00355","TN","2012-05-01",20
"ecan-00357","TN","2012-05-01",410
"ecan-00358","TN","2012-05-01",370
"ecan-00359","TN","2012-05-01",300
"ecan-00367","TN","2012-05-01",72
"ecan-00368","TN","2012-05-01",42
"ecan-00369","TN","2012-05-01",2100
"ecan-00370","TN","2012-05-01",2200
"ecan-00371","TN","2012-05-01",2000
"ecan-00372","TN","2012-05-01",1100
"es-000142","TN","2012-05-01",600
"es-000157","TN","2012-05-01",500
"es-000158","TN","2012-05-01",500
"es-000159","TN","2012-05-01",900
"ew-00143","TN","2012-05-01",1580
"ew-00144","TN","2012-05-01",193
"ew-00145","TN","2012-05-01",745
"ew-00146","TN","2012-05-01",567
"ew-00149","TN","2012-05-01",842.5
"ew-00150","TN","2012-05-01",759
"gw-00257","TN","2012-05-01",460
"hbrc-00170","TN","2012-05-01",170
"hbrc-00171","TN","2012-05-01",450
"hbrc-00174","TN","2012-05-01",825
"hbrc-00175","TN","2012-05-01",3200
"hbrc-00176","TN","2012-05-01",300
"lawa-100211","TN","2012-05-01",55
"lawa-100213","TN","2012-05-01",55
"lawa-100263","TN","2012-05-01",55
"lawa-100264","TN","2012-05-01",55
"lawa-100266","TN","2012-05-01",55
"nrc-00071","TN","2012-05-01",528
"nrc-00072","TN","2012-05-01",271
"nrc-00073","TN","2012-05-01",340
"nrc-00074","TN","2012-05-01",338
"nrc-00076","TN","2012-05-01",355
"nrc-00077","TN","2012-05-01",399
"nrc-00078","TN","2012-05-01",1500
"nrc-00079","TN","2012-05-01",645
"nrc-00080","TN","2012-05-01",481
"nrc-00081","TN","2012-05-01",540
"nrc-00082","TN","2012-05-01",691
"nrc-00083","TN","2012-05-01",794
"nrc-00084","TN","2012-05-01",361
"nrc-00085","TN","2012-05-01",871
"nrc-00086","TN","2012-05-01",913
"nrc-00088","TN","2012-05-01",529
"nrc-00089","TN","2012-05-01",505
"nrc-00091","TN","2012-05-01",347
"nrc-00092","TN","2012-05-01",410
"nrc-00093","TN","2012-05-01",773
"nrc-00094","TN","2012-05-01",1320
"nrc-00096","TN","2012-05-01",700
"orc-00034","TN","2012-05-01",250
"orc-00035","TN","2012-05-01",1070
"wcrc-00064","TN","2012-05-01",253
"wcrc-00067","TN","2012-05-01",397
"arc-00098","TN","2013-05-01",475
"arc-00099","TN","2013-05-01",260
"arc-00100","TN","2013-05-01",225
"arc-10002","TN","2013-05-01",225
"ebop-00087","TN","2013-05-01",179
"ebop-00088","TN","2013-05-01",565
"ebop-00089","TN","2013-05-01",80
"ebop-00090","TN","2013-05-01",385
"ebop-00091","TN","2013-05-01",174
"ebop-00092","TN","2013-05-01",141
"ebop-00094","TN","2013-05-01",154
"ebop-00095","TN","2013-05-01",99
"ebop-00096","TN","2013-05-01",170
"ebop-00097","TN","2013-05-01",278
"ebop-00098","TN","2013-05-01",294
"ebop-00100","TN","2013-05-01",144
"ecan-00325","TN","2013-05-01",1090
"ecan-00334","TN","2013-05-01",730
"ecan-00347","TN","2013-05-01",600
"ecan-00348","TN","2013-05-01",1510
"ecan-00369","TN","2013-05-01",900
"ecan-00370","TN","2013-05-01",730
"ecan-00371","TN","2013-05-01",640
"ecan-00372","TN","2013-05-01",700
"es-000142","TN","2013-05-01",150
"ew-00142","TN","2013-05-01",1562
"ew-00143","TN","2013-05-01",1455
"ew-00145","TN","2013-05-01",892
"ew-00146","TN","2013-05-01",1362
"ew-00147","TN","2013-05-01",1660
"ew-00149","TN","2013-05-01",862
"ew-00150","TN","2013-05-01",572
"ew-00151","TN","2013-05-01",2802
"gw-00257","TN","2013-05-01",670
"gw-00258","TN","2013-05-01",320
"gw-00262","TN","2013-05-01",280
"hbrc-00170","TN","2013-05-01",140
"hbrc-00171","TN","2013-05-01",330
"hbrc-00172","TN","2013-05-01",130
"hbrc-00173","TN","2013-05-01",55
"hbrc-00176","TN","2013-05-01",240
"lawa-100207","TN","2013-05-01",500
"lawa-100208","TN","2013-05-01",580
"lawa-100209","TN","2013-05-01",900
"lawa-100210","TN","2013-05-01",1280
"lawa-100211","TN","2013-05-01",55
"lawa-100213","TN","2013-05-01",55
"lawa-100263","TN","2013-05-01",55
"lawa-100264","TN","2013-05-01",55
"lawa-100266","TN","2013-05-01",55
"lawa-102305","TN","2013-05-01",1430
"nrc-00071","TN","2013-05-01",455
"nrc-00072","TN","2013-05-01",436
"nrc-00073","TN","2013-05-01",355
"nrc-00074","TN","2013-05-01",384
"nrc-00076","TN","2013-05-01",378
"nrc-00077","TN","2013-05-01",923
"nrc-00078","TN","2013-05-01",2070
"nrc-00079","TN","2013-05-01",513
"nrc-00080","TN","2013-05-01",490
"nrc-00081","TN","2013-05-01",497
"nrc-00082","TN","2013-05-01",1080
"nrc-00083","TN","2013-05-01",650
"nrc-00084","TN","2013-05-01",342
"nrc-00085","TN","2013-05-01",748
"nrc-00086","TN","2013-05-01",834
"nrc-00088","TN","2013-05-01",385
"nrc-00089","TN","2013-05-01",512
"nrc-00091","TN","2013-05-01",440
"nrc-00092","TN","2013-05-01",443
"nrc-00093","TN","2013-05-01",735
"nrc-00094","TN","2013-05-01",947
"nrc-00096","TN","2013-05-01",718
"orc-00034","TN","2013-05-01",280
"orc-00035","TN","2013-05-01",1165
"wcrc-00064","TN","2013-05-01",204
"wcrc-00067","TN","2013-05-01",389
"ebop-00087","TN","2014-05-01",188
"ebop-00088","TN","2014-05-01",680
"ebop-00089","TN","2014-05-01",89
"ebop-00090","TN","2014-05-01",349
"ebop-00091","TN","2014-05-01",216
"ebop-00092","TN","2014-05-01",152
"ebop-00094","TN","2014-05-01",156
"ebop-00095","TN","2014-05-01",112
"ebop-00096","TN","2014-05-01",203
"ebop-00097","TN","2014-05-01",343
"ebop-00098","TN","2014-05-01",278
"ebop-00100","TN","2014-05-01",178
"ecan-00325","TN","2014-05-01",1470
"ecan-00334","TN","2014-05-01",3200
"ecan-00347","TN","2014-05-01",930
"ecan-00348","TN","2014-05-01",2200
"ecan-00369","TN","2014-05-01",3300
"ecan-00370","TN","2014-05-01",3300
"ecan-00371","TN","2014-05-01",2900
"ecan-00372","TN","2014-05-01",2500
"es-000142","TN","2014-05-01",1700
"es-000157","TN","2014-05-01",2100
"es-000158","TN","2014-05-01",360
"es-000159","TN","2014-05-01",2300
"ew-00143","TN","2014-05-01",1281
"ew-00145","TN","2014-05-01",889
"ew-00149","TN","2014-05-01",982
"ew-00150","TN","2014-05-01",622
"gw-00257","TN","2014-05-01",1040
"gw-00258","TN","2014-05-01",610
"gw-00263","TN","2014-05-01",800
"hbrc-00176","TN","2014-05-01",300
"hrc-00331","TN","2014-05-01",2733
"hrc-00332","TN","2014-05-01",750
"hrc-00333","TN","2014-05-01",1552
"hrc-00335","TN","2014-05-01",968
"hrc-00337","TN","2014-05-01",694
"lawa-102303","TN","2014-05-01",1533
"lawa-102304","TN","2014-05-01",1475
"lawa-102305","TN","2014-05-01",1363
"nrc-00071","TN","2014-05-01",488
"nrc-00072","TN","2014-05-01",723
"nrc-00079","TN","2014-05-01",442
"nrc-00080","TN","2014-05-01",536
"nrc-00081","TN","2014-05-01",498
"nrc-00082","TN","2014-05-01",1230
"nrc-00083","TN","2014-05-01",751
"nrc-00085","TN","2014-05-01",816
"nrc-00088","TN","2014-05-01",286
"nrc-00089","TN","2014-05-01",533
"nrc-00092","TN","2014-05-01",394
"nrc-00093","TN","2014-05-01",735
"nrc-00095","TN","2014-05-01",360
"nrc-00096","TN","2014-05-01",585
"orc-00027","TN","2014-05-01",55
"orc-00028","TN","2014-05-01",55
"orc-00031","TN","2014-05-01",220
"orc-00034","TN","2014-05-01",210
"orc-00035","TN","2014-05-01",950
"orc-00036","TN","2014-05-01",660
"orc-00037","TN","2014-05-01",150
"orc-00038","TN","2014-05-01",55
"wcrc-00064","TN","2014-05-01",201
"wcrc-00065","TN","2014-05-01",209
"wcrc-00067","TN","2014-05-01",404
"arc-00098","TN","2015-05-01",495
"arc-00099","TN","2015-05-01",280
"arc-00100","TN","2015-05-01",285
"arc-10002","TN","2015-05-01",180
"ebop-00087","TN","2015-05-01",195
"ebop-00088","TN","2015-05-01",583
"ebop-00089","TN","2015-05-01",95
"ebop-00090","TN","2015-05-01",328
"ebop-00091","TN","2015-05-01",384
"ebop-00092","TN","2015-05-01",175
"ebop-00094","TN","2015-05-01",191
"ebop-00095","TN","2015-05-01",124
"ebop-00096","TN","2015-05-01",194
"ebop-00097","TN","2015-05-01",345
"ebop-00098","TN","2015-05-01",425
"ebop-00100","TN","2015-05-01",192
"ecan-00325","TN","2015-05-01",1180
"ecan-00326","TN","2015-05-01",76
"ecan-00327","TN","2015-05-01",112
"ecan-00328","TN","2015-05-01",133
"ecan-00329","TN","2015-05-01",610
"ecan-00330","TN","2015-05-01",400
"ecan-00332","TN","2015-05-01",280
"ecan-00333","TN","2015-05-01",155
"ecan-00334","TN","2015-05-01",3100
"ecan-00335","TN","2015-05-01",174
"ecan-00336","TN","2015-05-01",32
"ecan-00337","TN","2015-05-01",550
"ecan-00338","TN","2015-05-01",188
"ecan-00339","TN","2015-05-01",162
"ecan-00340","TN","2015-05-01",150
"ecan-00341","TN","2015-05-01",220
"ecan-00342","TN","2015-05-01",450
"ecan-00343","TN","2015-05-01",380
"ecan-00344","TN","2015-05-01",480
"ecan-00345","TN","2015-05-01",33
"ecan-00346","TN","2015-05-01",35
"ecan-00347","TN","2015-05-01",810
"ecan-00348","TN","2015-05-01",1960
"ecan-00349","TN","2015-05-01",37
"ecan-00351","TN","2015-05-01",730
"ecan-00354","TN","2015-05-01",47
"ecan-00355","TN","2015-05-01",35
"ecan-00357","TN","2015-05-01",440
"ecan-00358","TN","2015-05-01",480
"ecan-00359","TN","2015-05-01",330
"ecan-00367","TN","2015-05-01",68
"ecan-00368","TN","2015-05-01",39
"ecan-00369","TN","2015-05-01",3000
"ecan-00370","TN","2015-05-01",3200
"ecan-00371","TN","2015-05-01",3100
"ecan-00372","TN","2015-05-01",1210
"es-000142","TN","2015-05-01",1120
"es-000157","TN","2015-05-01",900
"es-000158","TN","2015-05-01",1020
"es-000159","TN","2015-05-01",1070
"es-00144","TN","2015-05-01",500
"ew-00142","TN","2015-05-01",1562
"ew-00143","TN","2015-05-01",1681
"ew-00145","TN","2015-05-01",946
"ew-00146","TN","2015-05-01",2202
"ew-00147","TN","2015-05-01",2720
"ew-00149","TN","2015-05-01",1116
"ew-00150","TN","2015-05-01",785
"ew-00151","TN","2015-05-01",4801
"gw-00257","TN","2015-05-01",380
"gw-00258","TN","2015-05-01",330
"gw-00262","TN","2015-05-01",320
"gw-00263","TN","2015-05-01",330
"hbrc-00170","TN","2015-05-01",210
"hbrc-00171","TN","2015-05-01",510
"hbrc-00172","TN","2015-05-01",55
"hbrc-00173","TN","2015-05-01",55
"hbrc-00176","TN","2015-05-01",230
"hrc-00331","TN","2015-05-01",1730
"hrc-00333","TN","2015-05-01",1530
"hrc-00335","TN","2015-05-01",1460
"hrc-00337","TN","2015-05-01",1010
"lawa-100215","TN","2015-05-01",520
"lawa-102303","TN","2015-05-01",1343
"lawa-102304","TN","2015-05-01",1880
"lawa-102305","TN","2015-05-01",1721
"lawa-102689","TN","2015-05-01",430
"nrc-00071","TN","2015-05-01",486
"nrc-00072","TN","2015-05-01",774
"nrc-00075","TN","2015-05-01",356
"nrc-00079","TN","2015-05-01",455
"nrc-00080","TN","2015-05-01",452
"nrc-00081","TN","2015-05-01",523
"nrc-00082","TN","2015-05-01",1010
"nrc-00083","TN","2015-05-01",751
"nrc-00085","TN","2015-05-01",601
"nrc-00087","TN","2015-05-01",128
"nrc-00088","TN","2015-05-01",430
"nrc-00089","TN","2015-05-01",649
"nrc-00090","TN","2015-05-01",194
"nrc-00092","TN","2015-05-01",554
"nrc-00093","TN","2015-05-01",940
"nrc-00095","TN","2015-05-01",440
"nrc-00096","TN","2015-05-01",649
"orc-00027","TN","2015-05-01",82
"orc-00028","TN","2015-05-01",25
"orc-00031","TN","2015-05-01",250
"orc-00033","TN","2015-05-01",970
"orc-00035","TN","2015-05-01",950
"orc-00036","TN","2015-05-01",390
"orc-00037","TN","2015-05-01",74
"orc-00038","TN","2015-05-01",41
"wcrc-00064","TN","2015-05-01",207
"wcrc-00065","TN","2015-05-01",278
"wcrc-00067","TN","2015-05-01",389
"ebop-00087","TN","2016-05-01",164
"ebop-00088","TN","2016-05-01",475
"ebop-00089","TN","2016-05-01",91
"ebop-00090","TN","2016-05-01",307
"ebop-00091","TN","2016-05-01",416
"ebop-00092","TN","2016-05-01",157
"ebop-00094","TN","2016-05-01",180
"ebop-00095","TN","2016-05-01",103
"ebop-00096","TN","2016-05-01",161
"ebop-00097","TN","2016-05-01",369
"ebop-00098","TN","2016-05-01",354
"ebop-00100","TN","2016-05-01",175
"ecan-00325","TN","2016-05-01",2700
"ecan-00334","TN","2016-05-01",2900
"ecan-00347","TN","2016-05-01",2100
"ecan-00348","TN","2016-05-01",1370
"ecan-00369","TN","2016-05-01",2500
"ecan-00370","TN","2016-05-01",2500
"ecan-00371","TN","2016-05-01",2500
"ecan-00372","TN","2016-05-01",2400
"es-000142","TN","2016-05-01",990
"es-000157","TN","2016-05-01",730
"es-000158","TN","2016-05-01",1060
"es-000159","TN","2016-05-01",1630
"ew-00143","TN","2016-05-01",1623
"ew-00145","TN","2016-05-01",1007
"ew-00149","TN","2016-05-01",1160
"ew-00150","TN","2016-05-01",722
